City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ingeniero jacobacci,-41.3427,-69.5448,7.54,44,100,10.99,AR,1725309273
363,canatlan,24.5167,-104.7833,21.71,66,95,3.39,MX,1725309274
364,qamdo,31.1667,97.2333,7.15,83,81,1.92,CN,1725309275
365,ukhta,63.5671,53.6835,9.9,72,100,4.17,RU,1725309276
366,puerto real,36.5282,-6.1901,24.07,83,0,3.09,ES,1725309278
367,pinheiro,-2.5214,-45.0825,31.11,43,68,2.63,BR,1725309279
368,camabatela,-8.1881,15.375,18.74,84,34,2.65,AO,1725309280
369,ghat,24.9647,10.1728,34.12,28,64,6.15,LY,1725309281
370,mejit,10.2753,170.8646,28.14,76,31,2.73,MH,1725309283
371,dryden,49.7833,-92.7503,22.16,46,40,5.14,CA,1725309284
372,shushtar,32.0455,48.8567,35.09,19,0,2.12,IR,1725309285
373,el alto,-4.2714,-81.2147,19.89,71,17,9.5,PE,1725309286
374,uturoa,-16.7333,-151.4333,25.1,77,58,10.31,PF,1725309287
375,lindsdal,56.7333,16.3,14.92,100,100,1.03,SE,1725309290
376,altea,38.5989,-0.0514,25.5,99,9,0.61,ES,1725309291
377,xianshuigu,38.985,117.3828,21.0,78,0,1.0,CN,1725309292
378,port blair,11.6667,92.75,27.06,82,100,7.44,IN,1725309294
379,mirnyy,62.5353,113.9611,9.13,97,81,3.32,RU,1725309295
380,nagqu,31.5,92.0,4.45,91,100,1.65,CN,1725309296
381,richards bay,-28.783,32.0377,18.03,91,46,1.53,ZA,1725309297
382,mandalgovi,45.7625,106.2708,16.58,46,70,2.3,MN,1725309299
383,goba,7.0167,39.9833,10.89,95,97,1.12,ET,1725309300
384,vuktyl,63.8567,57.3094,9.45,75,100,6.08,RU,1725309194
385,korsakov,46.6328,142.7813,7.91,82,0,2.47,RU,1725309302
386,gebeit,21.0667,36.3167,29.89,32,8,2.72,SD,1725309305
387,ouro preto do oeste,-10.7481,-62.2158,37.28,14,3,1.8,BR,1725309306
388,gunnedah,-30.9833,150.25,5.62,61,0,1.62,AU,1725309307
389,amga,60.8953,131.9608,7.99,82,100,2.56,RU,1725309308
390,mezhdurechenskiy,59.6,65.9333,11.24,86,100,3.05,RU,1725309310
391,zaysan,47.4667,84.8667,9.59,60,37,3.59,KZ,1725309311
392,laguna,38.421,-121.4238,28.92,37,0,4.63,US,1725309079
393,nhandeara,-20.6942,-50.0383,29.8,15,3,2.51,BR,1725309313
394,pemba,-12.974,40.5178,25.39,78,40,6.17,MZ,1725309315
395,dolinsk,47.35,142.8,13.99,82,0,4.14,RU,1725309316
396,mount hagen,-5.8581,144.2274,15.42,100,75,1.54,PG,1725309317
397,vengerovo,55.6848,76.7471,10.52,97,93,4.78,RU,1725309318
398,horta,38.5333,-28.6333,22.8,70,20,6.69,PT,1725309320
399,saint-mandrier-sur-mer,43.078,5.929,25.85,74,0,3.09,FR,1725309321
400,tanjung pandan,-2.75,107.65,25.3,92,100,3.25,ID,1725309322
401,fale old settlement,-9.3852,-171.2468,27.75,76,48,7.37,TK,1725309323
402,ylitornio,66.3089,23.6773,12.38,93,14,2.85,FI,1725309324
403,nova vicosa,-17.8919,-39.3719,23.34,75,3,6.03,BR,1725309326
404,sinabang,2.4803,96.3801,26.34,86,100,1.62,ID,1725309327
405,kolondieba,11.0882,-6.8926,23.12,95,53,1.95,ML,1725309328
406,ormond-by-the-sea,29.3491,-81.0665,32.03,71,40,6.17,US,1725309329
407,algona,43.07,-94.233,23.05,46,0,5.66,US,1725309331
408,oruro,-17.9833,-67.15,14.27,44,75,4.12,BO,1725309332
409,bacsalmas,46.1265,19.3326,24.19,28,32,2.8,HU,1725309334
410,clarksdale,34.2001,-90.5709,32.99,100,31,5.66,US,1725309336
411,esqueda,30.7167,-109.5833,29.7,34,1,2.22,MX,1725309337
412,lorengau,-2.0226,147.2712,26.61,80,100,1.25,PG,1725309338
413,as sulayyil,20.4607,45.5779,32.53,13,98,3.55,SA,1725309339
414,carahue,-38.7,-73.1667,8.3,86,73,3.32,CL,1725309341
415,bel ombre,-4.6167,55.4167,26.91,78,40,4.63,SC,1725309342
416,mankera,31.3866,71.4407,32.67,52,70,4.61,PK,1725309343
417,kulhudhuffushi,6.6221,73.07,27.95,80,100,6.46,MV,1725309344
418,ebaye,8.7748,167.7392,29.01,79,0,2.57,MH,1725309346
419,fada,7.25,4.0667,21.62,92,51,1.48,NG,1725309347
420,udalguri,26.7667,92.1333,26.65,79,49,1.04,IN,1725309348
421,derzhavinsk,51.1,66.3167,13.73,53,6,5.14,KZ,1725309349
422,jincheng,35.5022,112.8328,18.03,89,17,1.44,CN,1725309350
423,arkhangel'sk,64.5401,40.5433,10.06,100,40,1.0,RU,1725309352
424,codrington,-38.2667,141.9667,6.13,91,18,3.46,AU,1725309353
425,malango,-2.9627,119.9001,17.02,99,75,1.34,ID,1725309354
426,fortaleza,-3.7227,-38.5247,27.07,69,0,6.69,BR,1725309286
427,bonthe,7.5264,-12.505,24.97,85,100,4.84,SL,1725309357
428,nema,57.5067,50.5011,15.78,79,72,2.79,RU,1725309358
429,souillac,-20.5167,57.5167,22.21,73,40,5.14,MU,1725309359
430,yumbe,3.4651,31.2469,19.22,91,100,0.56,UG,1725309360
431,rottenburg an der laaber,48.7,12.0333,20.03,91,28,0.39,DE,1725309361
432,chuguyevka,44.1653,133.8633,10.57,83,0,1.81,RU,1725309363
433,kavaratti,10.5669,72.642,26.66,87,32,6.84,IN,1725309364
434,chongwe,-15.3292,28.682,13.84,43,0,1.9,ZM,1725309365
435,soe,-9.8607,124.284,16.46,91,35,2.28,ID,1725309077
436,dubbo,-32.25,148.6167,4.07,81,0,3.6,AU,1725309368
437,ataq,14.5377,46.8319,29.8,39,88,1.49,YE,1725309369
438,xilin hot,43.9667,116.0333,14.81,73,86,1.7,CN,1725309370
439,brigantine,39.4101,-74.3646,27.11,43,0,5.66,US,1725309371
440,faya-largeau,17.9257,19.1043,31.1,58,90,4.31,TD,1725309372
441,kerikeri,-35.2268,173.9474,14.95,94,9,1.34,NZ,1725309374
442,tvoroyri,61.5556,-6.8111,10.84,89,100,4.62,FO,1725309375
443,timimoun,29.2639,0.231,37.21,13,0,2.57,DZ,1725309376
444,berezovyy,51.6667,135.7,11.49,68,17,2.85,RU,1725309377
445,rabaul,-4.1967,152.1721,25.78,82,100,2.1,PG,1725309379
446,nhamunda,-2.1861,-56.7131,37.45,24,83,2.13,BR,1725309380
447,khanbari,27.3747,87.2039,23.61,89,85,0.47,NP,1725309381
448,omutinskiy,56.4745,67.6709,11.45,99,48,3.38,RU,1725309382
449,champerico,14.3,-91.9167,29.52,71,95,3.02,GT,1725309383
450,lata,40.1629,-8.3327,12.42,93,64,1.79,PT,1725309385
451,naantali,60.4674,22.0243,14.23,100,100,2.57,FI,1725309386
452,palu,-0.8917,119.8707,24.02,98,49,1.42,ID,1725309388
453,shache,38.4167,77.2406,22.47,30,100,3.01,CN,1725309390
454,bratsk,56.1325,101.6142,6.27,89,98,1.51,RU,1725309391
455,al matlin,37.2452,10.05,26.77,71,100,3.97,TN,1725309392
456,gavrilov posad,56.5597,40.1175,16.01,59,0,1.15,RU,1725309393
457,malpica,43.3228,-8.8105,16.87,94,77,5.17,ES,1725309395
458,monrovia,6.3005,-10.7969,25.04,83,96,5.09,LR,1725309396
459,kratie,12.4881,106.0188,23.6,98,100,1.84,KH,1725309397
460,kievka,50.2619,71.5514,11.18,49,78,5.68,KZ,1725309400
461,san carlos,9.6612,-68.5827,27.97,83,36,1.68,VE,1725309401
462,tchibanga,-2.85,11.0333,22.16,86,100,1.02,GA,1725309402
463,oamaru,-45.0784,170.9801,7.99,82,35,11.91,NZ,1725309403
464,nieuw amsterdam,5.8833,-55.0833,34.01,59,20,4.12,SR,1725309404
465,dunay,42.8803,132.3375,17.56,59,0,3.67,RU,1725309406
466,wajir,1.7471,40.0573,26.92,49,0,10.35,KE,1725309407
467,senador guiomard,-10.1522,-67.7392,38.57,13,6,1.48,BR,1725309408
468,gisborne,-38.6533,178.0042,17.11,75,1,2.81,NZ,1725309409
469,atar,20.5169,-13.0499,38.22,17,14,4.15,MR,1725309411
470,pechory,57.8164,27.6119,16.89,79,82,2.19,RU,1725309412
471,remire-montjoly,4.9167,-52.2667,31.02,66,0,4.12,GF,1725309413
472,thinadhoo,0.5333,72.9333,28.18,77,99,4.12,MV,1725309414
473,taoudenni,22.6783,-3.9836,36.52,31,50,6.94,ML,1725309417
474,sao jose da coroa grande,-8.8978,-35.1478,23.62,68,29,4.39,BR,1725309418
475,labrador city,52.9463,-66.9114,10.95,62,75,6.17,CA,1725309244
476,la'ie,21.6477,-157.9253,30.98,70,43,6.94,US,1725309421
477,sungai penuh,-2.0833,101.3833,19.01,97,62,0.63,ID,1725309422
478,sanshui,23.1549,112.8916,25.97,89,100,0.43,CN,1725309423
479,dalby,-27.1833,151.2667,9.8,42,0,3.34,AU,1725309424
480,mukalla,14.5425,49.1242,30.08,66,100,0.57,YE,1725309425
481,nguigmi,14.2495,13.1092,24.85,82,100,4.35,NE,1725309427
482,banjar,-8.19,114.9675,23.16,86,7,1.86,ID,1725309428
483,zheleznogorsk-ilimskiy,56.5768,104.1217,5.12,93,99,0.68,RU,1725309429
484,palmer,42.1584,-72.3287,24.75,42,75,5.66,US,1725309349
485,buka,40.8108,69.1986,13.41,39,0,3.21,UZ,1725309432
486,wotho,10.1657,166.0102,28.12,77,7,3.25,MH,1725309433
487,wenxing,28.6667,112.8833,28.24,82,79,3.73,CN,1725309434
488,kantilo,20.35,85.1833,25.63,94,91,1.29,IN,1725309435
489,mariental,-24.6333,17.9667,20.19,18,1,6.33,NA,1725309436
490,manokwari,-0.8667,134.0833,25.4,80,92,1.65,ID,1725309438
491,mizan teferi,6.9833,35.5833,16.77,94,100,1.21,ET,1725309439
492,boende,-0.2167,20.8667,21.73,86,15,0.11,CD,1725309440
493,brookings,44.3114,-96.7984,23.0,49,0,6.69,US,1725309207
494,tshabong,-26.05,22.45,17.82,29,0,1.66,BW,1725309443
495,ginir,7.1333,40.7,15.61,77,67,3.58,ET,1725309444
496,changleng,28.7,115.8167,28.41,81,62,2.79,CN,1725309445
497,markovo,57.3206,107.0881,7.65,87,100,1.4,RU,1725309446
498,baiyin,36.5583,104.2081,21.21,75,100,1.06,CN,1725309447
499,coahuayana de hidalgo,18.7,-103.6583,30.27,71,89,2.73,MX,1725309449
500,sosnovo-ozerskoye,52.5249,111.5418,10.27,89,25,2.88,RU,1725309450
501,santa vitoria do palmar,-33.5189,-53.3681,14.63,89,37,2.66,BR,1725309451
502,yaren,-0.5472,166.916,27.34,79,100,3.43,NR,1725309452
503,porbandar,21.6422,69.6093,27.46,85,100,2.38,IN,1725309454
504,parabel',58.6978,81.4825,7.11,99,100,1.27,RU,1725309455
505,ivins,37.1686,-113.6794,37.86,17,8,0.89,US,1725309456
506,edgewater,28.9889,-80.9023,28.89,75,94,3.45,US,1725309457
507,paros,37.0833,25.15,26.84,61,0,1.54,GR,1725309458
508,iskateley,67.6803,53.1512,6.79,76,100,5.61,RU,1725309460
509,ebon,4.582,168.6964,29.28,70,90,6.63,MH,1725309461
510,katabu,-4.9333,122.5167,23.84,91,81,2.44,ID,1725309462
511,mount gambier,-37.8333,140.7667,5.63,96,0,1.65,AU,1725309463
512,nantucket,41.2835,-70.0995,22.06,60,20,8.23,US,1725309359
513,aswan,24.0934,32.907,36.61,20,0,3.6,EG,1725309466
514,marathon,44.9,-89.7668,23.14,47,20,3.6,US,1725309467
515,atyashevo,54.5644,46.0691,15.73,46,12,1.0,RU,1725309468
516,cambria,35.5641,-121.0808,22.44,55,19,3.72,US,1725309307
517,berdigestyakh,62.0989,126.6992,7.76,83,100,2.89,RU,1725309471
518,balsas,-7.5325,-46.0356,31.65,18,95,1.71,BR,1725309472
519,juegang,32.3174,121.1855,25.63,87,100,4.33,CN,1725309473
520,dungannon,54.5034,-6.7672,8.15,92,73,1.69,GB,1725309474
521,magaria,12.9983,8.9099,27.95,62,100,6.61,NE,1725309476
522,waingapu,-9.6567,120.2641,23.62,87,66,3.26,ID,1725309477
523,seydi,39.4816,62.9137,19.14,17,0,7.33,TM,1725309478
524,monte argentario,42.4345,11.1195,22.88,94,100,3.09,IT,1725309479
525,nili,33.7218,66.1302,17.08,27,2,3.14,AF,1725309480
526,anori,-3.7728,-61.6442,40.21,16,100,1.71,BR,1725309482
527,brisas de zicatela,15.8369,-97.0419,27.29,83,100,3.09,MX,1725309483
528,milford haven,51.7128,-5.0341,15.06,97,100,7.44,GB,1725309484
529,gao,16.6362,1.637,29.77,56,97,2.9,ML,1725309485
530,holualoa,19.6228,-155.9522,26.91,89,40,4.63,US,1725309487
531,novouzensk,50.4592,48.1431,21.71,27,100,3.8,RU,1725309488
532,tadine,-21.55,167.8833,23.08,62,94,3.34,NC,1725309492
533,pirai do sul,-24.5261,-49.9486,20.8,47,59,1.22,BR,1725309493
534,ende,-8.8432,121.6623,22.12,83,3,1.43,ID,1725309494
535,mentougou,39.9392,116.0917,18.99,76,12,0.77,CN,1725309495
536,palmas,-10.2128,-48.3603,34.93,28,0,2.06,BR,1725309309
537,keflavik,64.0049,-22.5624,9.24,87,75,4.63,IS,1725309498
538,itamaraca,-7.7478,-34.8256,23.51,70,81,4.81,BR,1725309430
539,shawano,44.7822,-88.609,23.99,41,40,2.57,US,1725309500
540,alotau,-10.3069,150.4462,23.47,89,100,1.88,PG,1725309501
541,jumla,29.2747,82.1838,14.31,90,99,1.46,NP,1725309503
542,altai,46.3722,96.2583,8.89,30,86,1.11,MN,1725309504
543,lively,46.4334,-81.1498,18.9,39,9,4.49,CA,1725309505
544,cidade velha,14.9167,-23.6167,27.26,74,75,6.17,CV,1725309506
545,ilha de mocambique,-15.0342,40.7358,23.49,69,1,7.33,MZ,1725309507
546,shubarshi,48.5872,57.1869,17.36,28,19,3.05,KZ,1725309509
547,keokuk,40.3973,-91.3849,24.18,33,0,3.6,US,1725309510
548,selebi-phikwe,-21.979,27.8498,14.67,31,1,2.8,BW,1725309511
549,damghan,36.1683,54.348,22.8,32,0,1.3,IR,1725309512
550,kennett,36.2362,-90.0556,28.97,53,40,4.63,US,1725309514
551,manado,1.487,124.8455,24.43,94,20,1.03,ID,1725309515
552,rantauprapat,2.1,99.8333,22.8,93,93,1.12,ID,1725309516
553,novyy urengoy,66.0833,76.6333,7.51,95,100,5.05,RU,1725309517
554,arica,-18.475,-70.3042,16.13,77,75,6.69,CL,1725309518
555,birni n konni,13.7956,5.2553,28.46,64,100,3.35,NE,1725309520
556,qaryat suluq,31.6682,20.2521,27.21,61,0,3.97,LY,1725309521
557,sevastopol,44.6,33.5333,24.44,59,2,1.79,UA,1725309522
558,ad dabbah,18.05,30.95,33.55,40,76,4.73,SD,1725309524
559,nadym,65.5333,72.5167,6.07,92,100,6.4,RU,1725309526
560,timmins,48.4669,-81.3331,18.9,42,75,5.66,CA,1725309527
561,balatonboglar,46.7752,17.6441,25.53,44,3,2.43,HU,1725309529
562,leticia,-4.2153,-69.9406,27.03,83,40,1.03,CO,1725309530
563,carbondale,37.7273,-89.2168,27.21,47,40,5.14,US,1725309361
564,imbituba,-28.24,-48.6703,13.82,80,0,2.17,BR,1725309532
565,praia da vitoria,38.7333,-27.0667,24.14,69,75,6.18,PT,1725309533
566,ribeira brava,32.65,-17.0667,25.4,85,98,1.2,PT,1725309535
567,kodinsk,58.6881,99.1844,4.26,94,39,0.33,RU,1725309536
568,sosnovka,56.255,51.2842,13.45,82,4,2.02,RU,1725309537
569,el abadia,36.2695,1.6861,25.63,74,0,1.73,DZ,1725309538
570,qarauyl,48.9451,79.255,8.11,58,19,5.62,KZ,1725309540
571,dakhla,23.6848,-15.958,21.01,83,0,7.72,EH,1725309541
572,lokossa,6.6387,1.7167,23.29,82,18,1.91,BJ,1725309542
573,balqash,46.8481,74.995,14.68,42,5,1.61,KZ,1725309543
574,sao joao da barra,-21.6403,-41.0511,25.05,83,29,8.43,BR,1725309497
575,karimnagar,18.4333,79.15,23.69,93,100,4.03,IN,1725309546
576,cadale,2.7603,46.3222,25.32,75,11,9.27,SO,1725309547
